time_s,agent_id,x,y,base_speed,desired_speed,speed_factor,extinction_per_m
95.29,43,24.765830003646407,10.560572070785181,1.2,1.1031161473087818,0.9192634560906515,1.0
95.29,44,26.158185926369175,10.704879550232594,1.2,1.1031161473087818,0.9192634560906515,1.0
95.29,45,22.307082586334047,11.431215651540672,1.2,1.1031161473087818,0.9192634560906515,1.0
95.29,46,18.57105981476861,7.9685364484215,1.2,1.1031161473087818,0.9192634560906515,1.0
95.29,47,19.25967962716906,6.820116082780358,1.2,1.1031161473087818,0.9192634560906515,1.0
95.29,48,19.67068484496545,7.295289865322564,1.2,1.1031161473087818,0.9192634560906515,1.0
95.4,42,23.499552649222483,10.534737642029368,1.2,1.1031161473087818,0.9192634560906515,1.0
95.4,43,24.88678435449676,10.563542717035103,1.2,1.1031161473087818,0.9192634560906515,1.0
95.4,44,26.279520116610538,10.70632302359824,1.2,1.1031161473087818,0.9192634560906515,1.0
95.4,45,22.42842044763464,11.43230778334728,1.2,1.1031161473087818,0.9192634560906515,1.0
95.4,46,18.542816964020698,8.086546662887,1.2,1.1031161473087818,0.9192634560906515,1.0
95.4,47,19.244033262326607,6.940445776058039,1.2,1.1031161473087818,0.9192634560906515,1.0
95.4,48,19.661068050989652,7.416250849426019,1.2,1.1031161473087818,0.9192634560906515,1.0
95.51,42,23.619016832732253,10.54225998831307,1.2,1.1031161473087818,0.9192634560906515,1.0
95.51,43,25.007761941796005,10.566513932367139,1.2,1.1031161473087818,0.9192634560906515,1.0
95.51,44,26.4008543071584,10.707766471200552,1.2,1.1031161473087818,0.9192634560906515,1.0
95.51,45,22.549758307815903,11.433400039506369,1.2,1.1031161473087818,0.9192634560906515,1.0
95.51,46,18.514575923798624,8.204557310643072,1.2,1.1031161473087818,0.9192634560906515,1.0
95.51,47,19.22889885262314,7.06084095881094,1.2,1.1031161473087818,0.9192634560906515,1.0
95.51,48,19.6509098029593,7.537167586210281,1.2,1.1031161473087818,0.9192634560906515,1.0
95.62,42,23.738631766158992,10.549791713335193,1.2,1.1031161473087818,0.9192634560906515,1.0
95.62,43,25.1287605211829,10.569485662720764,1.2,1.1031161473087818,0.9192634560906515,1.0
95.62,44,26.52218849801721,10.709209892664738,1.2,1.1031161473087818,0.9192634560906515,1.0
95.62,45,22.671096166873824,11.434492420448807,1.2,1.1031161473087818,0.9192634560906515,1.0
95.62,46,18.48633648905374,8.322568342593371,1.2,1.1031161473087818,0.9192634560906515,1.0
95.62,47,19.21420751370031,7.181291029826702,1.2,1.1031161473087818,0.9192634560906515,1.0
95.62,48,19.64025898873395,7.658041946652276,1.2,1.1031161473087818,0.9192634560906515,1.0
95.73,42,23.858385360314408,10.55733205579995,1.2,1.1031161473087818,0.9192634560906515,1.0
95.73,43,25.24977808189885,10.572457859734048,1.2,1.1031161473087818,0.9192634560906515,1.0
95.73,44,26.64352268919218,10.710653287552294,1.2,1.1031161473087818,0.9192634560906515,1.0
95.73,45,22.792434024806095,11.435584926417974,1.2,1.1031161473087818,0.9192634560906515,1.0
95.73,46,18.458098487488883,8.440579717487266,1.2,1.1031161473087818,0.9192634560906515,1.0
95.73,47,19.199902349116027,7.301787588637159,1.2,1.1031161473087818,0.9192634560906515,1.0
95.73,48,19.62915575287446,7.778875599805227,1.2,1.1031161473087818,0.9192634560906515,1.0
95.84,42,23.97826659246324,10.564880321831867,1.2,1.1031161473087818,0.9192634560906515,1.0
95.84,43,25.370812822492905,10.575430480160172,1.2,1.1031161473087818,0.9192634560906515,1.0
95.84,44,26.764856880689333,10.712096655356744,1.2,1.1031161473087818,0.9192634560906515,1.0
95.84,45,22.913771881612195,11.436677557456198,1.2,1.1031161473087818,0.9192634560906515,1.0
95.84,46,18.429861773365303,8.55859140043543,1.2,1.1031161473087818,0.9192634560906515,1.0
95.84,47,19.185935780677816,7.422323873089253,1.2,1.1031161473087818,0.9192634560906515,1.0
95.84,48,19.617632905559336,7.899669968997073,1.2,1.1031161473087818,0.9192634560906515,1.0
95.95,42,24.09826541563001,10.572435879303086,1.2,1.1031161473087818,0.9192634560906515,1.0
95.95,43,25.49186312905052,10.578403485344655,1.2,1.1031161473087818,0.9192634560906515,1.0
95.95,44,26.88619107251555,10.713539995497964,1.2,1.1031161473087818,0.9192634560906515,1.0
95.95,45,23.035109737293578,11.437770313388729,1.2,1.1031161473087818,0.9192634560906515,1.0
95.95,46,18.40162622265165,8.676603361747306,1.2,1.1031161473087818,0.9192634560906515,1.0
95.95,47,19.17226755475473,7.542894360210509,1.2,1.1031161473087818,0.9192634560906515,1.0
95.95,48,19.605717010697465,8.020426205431054,1.2,1.1031161473087818,0.9192634560906515,1.0
